age,experience_years,education_level,job_role,city,company_size,salary
43,6.0,master,manager,berlin,large,58976.48604688725
55,27.0,high_school,data_scientist,tehran,small,60668.068975443195
50,13.0,bachelor,designer,paris,medium,49340.318659666606
39,26.0,high_school,designer,tehran,large,47487.80518188406
27,21.0,bachelor,analyst,amsterdam,small,65232.2318628894
29,11.0,phd,manager,,large,69892.17620353911
47,,master,analyst,paris,small,42507.522247013505
24,23.0,phd,developer,tehran,large,70008.91374356324
53,3.0,phd,developer,tehran,large,40722.96603943079
25,33.0,high_school,data_scientist,tehran,large,74277.46363648854
29,7.0,high_school,data_scientist,tehran,large,39247.16901880922
31,5.0,high_school,manager,london,large,39971.461059922556
57,19.0,bachelor,designer,tehran,small,32096.705663929402
42,15.0,phd,developer,berlin,small,60069.8589019182
28,,master,analyst,tehran,medium,62939.64601438988
52,14.0,bachelor,data_scientist,paris,small,52344.406840872296
25,32.0,phd,manager,london,small,95191.34323633414
40,16.0,master,developer,paris,small,59632.450879644755
52,21.0,high_school,designer,tehran,large,57655.65995925082
29,28.0,high_school,data_scientist,berlin,medium,58145.128290644796
25,21.0,master,analyst,amsterdam,small,52300.96332761737
23,28.0,bachelor,designer,london,small,66692.58030226207
26,29.0,phd,designer,paris,small,77701.06349574015
47,14.0,high_school,data_scientist,london,small,48015.40102964084
20,0.0,high_school,developer,berlin,large,19345.899282823833
36,9.0,bachelor,manager,london,small,45076.154274160515
45,2.0,master,analyst,,large,38035.68946531677
39,20.0,bachelor,data_scientist,amsterdam,large,73276.61302216628
50,9.0,,manager,tehran,medium,52057.95053735349
32,31.0,bachelor,analyst,tehran,medium,65607.81965875404
34,11.0,high_school,analyst,london,small,26982.986270272173
56,24.0,,designer,paris,large,74115.46502629682
31,32.0,master,developer,london,large,81776.82239757599
20,22.0,phd,manager,tehran,large,65714.89145228804
58,5.0,phd,data_scientist,amsterdam,small,41398.682728739266
45,3.0,phd,analyst,amsterdam,medium,49926.72384771766
30,30.0,high_school,developer,berlin,large,64444.30643327597
53,22.0,master,developer,tehran,medium,57907.01209058744
49,8.0,bachelor,data_scientist,berlin,small,34785.661036272446
31,27.0,bachelor,designer,paris,large,78799.69283659583
29,17.0,bachelor,developer,,large,59182.68989623393
27,20.0,bachelor,developer,,small,47765.451018564025
18,,,data_scientist,berlin,large,42339.368814530484
20,22.0,high_school,designer,berlin,small,44761.94967351086
31,16.0,master,developer,amsterdam,large,66503.88238386228
39,25.0,phd,developer,tehran,large,387273.55193516717
34,18.0,bachelor,designer,paris,large,63524.67138038806
41,17.0,bachelor,data_scientist,amsterdam,medium,54009.324549455094
20,26.0,phd,analyst,berlin,small,68837.80723235443
35,5.0,phd,manager,paris,large,65440.58716726893
19,34.0,master,designer,berlin,large,83135.22238384164
35,,bachelor,analyst,paris,large,72347.28814852411
18,28.0,bachelor,developer,paris,large,77934.00998301311
32,25.0,bachelor,analyst,london,medium,70241.70029359646
41,8.0,phd,manager,london,medium,57659.40340852014
27,20.0,,manager,tehran,medium,64305.49921465755
28,29.0,,analyst,london,small,73464.57617552581
52,29.0,bachelor,developer,amsterdam,large,79408.54780160685
55,14.0,bachelor,data_scientist,berlin,small,47922.4961834516
46,3.0,master,analyst,amsterdam,medium,45539.332716370336
34,29.0,phd,analyst,amsterdam,large,91575.86518262717
42,0.0,phd,manager,tehran,large,44941.26649361949
46,4.0,bachelor,developer,amsterdam,large,44549.28795834804
37,26.0,master,analyst,paris,large,73513.14114885156
46,15.0,phd,data_scientist,amsterdam,small,66177.40078278107
19,,bachelor,developer,london,small,36161.41215116074
48,25.0,phd,manager,tehran,medium,88858.19750786782
46,2.0,master,designer,tehran,large,34494.45924796115
43,33.0,high_school,manager,berlin,large,94331.82790323805
46,12.0,phd,data_scientist,paris,large,61568.92417253151
18,19.0,phd,data_scientist,paris,large,78697.15205257095
22,2.0,phd,designer,berlin,small,41533.66651366793
30,29.0,bachelor,developer,tehran,large,63971.658321370596
26,27.0,phd,designer,amsterdam,small,76316.79423636475
31,31.0,high_school,designer,tehran,medium,58996.4878270547
50,29.0,bachelor,developer,tehran,medium,59842.94344677284
28,,master,developer,amsterdam,medium,52056.29223401501
33,1.0,master,developer,paris,medium,38949.184109175105
21,19.0,high_school,manager,berlin,large,65023.67966525054
26,28.0,bachelor,data_scientist,london,medium,80838.71200264421
29,30.0,high_school,data_scientist,paris,small,71094.99713328521
43,,phd,designer,tehran,small,25856.51850611739
29,16.0,phd,analyst,,medium,60195.61925825442
25,17.0,master,developer,berlin,medium,61472.0002104429
43,11.0,high_school,manager,amsterdam,large,46704.33072242692
34,32.0,phd,developer,amsterdam,large,89016.71086276948
32,5.0,master,data_scientist,amsterdam,medium,39989.812204715796
52,4.0,bachelor,data_scientist,paris,medium,53752.4728013061
48,10.0,phd,developer,berlin,medium,71242.83858982465
57,13.0,master,developer,london,large,60092.756950069845
45,33.0,master,analyst,berlin,large,83255.48562337962
29,18.0,high_school,designer,london,large,48943.33653392931
36,31.0,master,data_scientist,amsterdam,small,82631.43604116296
54,,high_school,designer,paris,medium,59508.67089523422
19,11.0,bachelor,designer,berlin,large,48964.291218535946
31,22.0,bachelor,manager,amsterdam,medium,69490.77889925119
39,33.0,phd,data_scientist,tehran,small,84537.0239176791
29,16.0,phd,data_scientist,amsterdam,small,63247.837107441344
42,5.0,bachelor,analyst,london,small,34372.749261614284
58,33.0,high_school,analyst,amsterdam,large,76746.53729204737
20,18.0,master,developer,berlin,large,72065.8448696417
30,32.0,phd,data_scientist,berlin,small,91442.66381406024
35,,high_school,manager,london,small,48229.252489167964
19,28.0,high_school,analyst,berlin,small,60912.05832583165
35,7.0,master,manager,paris,large,52719.296799239804
52,16.0,,analyst,berlin,small,39894.1024137981
45,9.0,bachelor,designer,london,small,46578.94075574169
19,23.0,high_school,manager,paris,medium,73014.25061862428
53,2.0,bachelor,manager,berlin,medium,45783.17873950656
30,21.0,master,data_scientist,paris,medium,73645.01619989082
41,29.0,bachelor,manager,berlin,small,78786.79165200092
25,0.0,phd,data_scientist,london,small,40848.74987562823
58,5.0,master,data_scientist,london,medium,58805.1013811964
51,6.0,phd,manager,tehran,medium,49070.74733644448
41,,master,designer,,large,80466.69405038838
57,14.0,high_school,developer,tehran,medium,38630.57305045702
38,30.0,phd,analyst,berlin,large,88488.40253061146
48,22.0,bachelor,developer,amsterdam,medium,61550.92951361633
36,22.0,master,data_scientist,amsterdam,small,61399.9662493972
56,3.0,phd,data_scientist,tehran,medium,32656.156327799057
40,5.0,bachelor,developer,london,large,54833.12539313374
46,12.0,bachelor,manager,amsterdam,large,63275.34335126133
46,10.0,high_school,data_scientist,london,small,36432.58195224424
46,19.0,high_school,manager,amsterdam,medium,51640.03083388966
27,9.0,phd,analyst,berlin,large,58986.40596304233
35,32.0,bachelor,developer,paris,small,68568.61187783003
59,33.0,high_school,designer,paris,small,68449.00278060802
49,26.0,high_school,analyst,,large,64411.42293807029
52,16.0,bachelor,analyst,berlin,medium,57816.160733386685
56,26.0,high_school,analyst,tehran,small,58225.72196126013
43,18.0,phd,data_scientist,london,medium,84864.56822136935
36,13.0,bachelor,data_scientist,london,medium,53539.2723670705
58,17.0,high_school,data_scientist,london,small,58238.770425191724
18,0.0,bachelor,developer,tehran,large,22858.561490533342
55,14.0,phd,manager,berlin,medium,70702.15944124528
36,15.0,phd,analyst,,medium,64134.18273502185
26,31.0,bachelor,analyst,berlin,small,69767.87304423403
53,,bachelor,data_scientist,paris,medium,41969.922939829674
44,23.0,high_school,manager,,large,77927.11757846881
23,25.0,phd,analyst,tehran,small,63073.46984225062
25,,high_school,data_scientist,london,medium,66018.19941756231
18,28.0,phd,designer,paris,large,71968.74464409168
45,11.0,high_school,data_scientist,paris,medium,41719.87518633976
38,17.0,bachelor,developer,amsterdam,small,50631.15299489377
39,27.0,master,designer,tehran,small,262982.6368019441
40,33.0,bachelor,manager,london,large,101470.11297971684
45,15.0,high_school,developer,,small,38442.721379816416
39,33.0,master,data_scientist,paris,small,79878.79583279786
45,11.0,high_school,analyst,tehran,large,36257.070986094084
46,8.0,bachelor,analyst,amsterdam,large,46925.0980327601
39,21.0,bachelor,designer,berlin,large,65175.75303662832
49,29.0,phd,analyst,,large,89236.76181005864
31,32.0,master,analyst,,small,80022.89591822682
24,17.0,master,designer,amsterdam,large,57463.091126754895
30,21.0,phd,data_scientist,berlin,large,75814.60375091713
43,22.0,high_school,data_scientist,tehran,small,50258.85852554549
25,22.0,bachelor,developer,london,small,59251.79908537907
23,8.0,master,data_scientist,tehran,small,33377.78514069355
57,0.0,master,developer,paris,small,30041.579145751668
36,25.0,bachelor,analyst,amsterdam,medium,64328.23724168477
50,34.0,bachelor,developer,paris,small,84309.28268260435
56,3.0,bachelor,designer,amsterdam,large,39282.040649575625
56,32.0,master,designer,london,small,88746.71265872876
29,10.0,high_school,developer,paris,large,44363.11316936165
42,21.0,master,designer,paris,large,69170.68497520275
52,3.0,high_school,manager,tehran,large,33282.64300076967
45,15.0,high_school,data_scientist,amsterdam,small,44359.02262155336
55,6.0,bachelor,manager,berlin,medium,42762.94091353576
20,9.0,phd,data_scientist,london,small,54335.852863780114
18,6.0,master,developer,tehran,medium,36224.59997096816
23,20.0,,data_scientist,amsterdam,small,70256.35680664828
35,31.0,phd,analyst,berlin,large,87032.95090948837
49,12.0,bachelor,manager,berlin,small,41656.18588422353
51,,phd,analyst,berlin,small,57792.010937062936
45,29.0,high_school,designer,amsterdam,large,71121.4686575105
51,20.0,high_school,designer,london,small,55712.875148020335
57,,high_school,developer,tehran,large,45967.02719480519
28,10.0,high_school,data_scientist,amsterdam,medium,44324.83353175977
47,25.0,high_school,analyst,london,large,63805.092945519165
50,24.0,bachelor,data_scientist,amsterdam,large,72222.32643058563
40,3.0,bachelor,data_scientist,amsterdam,medium,40157.67556493082
20,24.0,phd,manager,amsterdam,medium,93116.62372115042
56,34.0,phd,data_scientist,berlin,medium,96083.7970967876
43,32.0,high_school,designer,berlin,large,73200.66534357736
29,1.0,high_school,manager,,medium,32181.005215287347
49,23.0,phd,developer,amsterdam,large,87903.1138258428
54,2.0,master,designer,tehran,large,34312.55854674037
20,8.0,phd,manager,amsterdam,medium,61435.17317581055
49,,high_school,developer,tehran,large,68257.4556122723
46,32.0,high_school,developer,berlin,medium,76420.2681427811
21,20.0,master,designer,tehran,large,50754.732946186865
45,29.0,master,designer,paris,small,309041.9498757215
37,,high_school,data_scientist,tehran,large,56183.301284577836
32,14.0,master,data_scientist,amsterdam,small,57942.21935367743
25,28.0,phd,developer,tehran,medium,70380.08658351007
23,15.0,master,designer,berlin,small,47445.96703200751
54,,high_school,manager,paris,large,45642.12277457971
50,31.0,bachelor,manager,berlin,small,76128.46398324863
49,7.0,master,data_scientist,berlin,small,42039.07944131635
59,22.0,high_school,developer,berlin,small,55145.80062496562
56,9.0,master,data_scientist,berlin,large,60213.57487286105
45,25.0,high_school,manager,amsterdam,small,69484.2808176468
23,24.0,bachelor,manager,paris,large,68903.1952019665
45,19.0,high_school,manager,tehran,small,46329.5098089652
38,17.0,master,developer,berlin,small,52214.34698111216
18,3.0,phd,manager,paris,large,272876.07587226946
46,18.0,phd,designer,paris,large,78072.24966494105
21,16.0,bachelor,data_scientist,paris,small,43975.14217074102
33,11.0,master,data_scientist,amsterdam,medium,244381.21002572135
45,11.0,high_school,designer,paris,small,36687.482407476185
51,16.0,bachelor,data_scientist,,small,59988.620678606036
58,15.0,,data_scientist,tehran,small,44018.89011776932
28,0.0,phd,manager,tehran,small,31159.76299674606
23,1.0,high_school,data_scientist,london,medium,24317.438982970685
39,26.0,high_school,manager,amsterdam,small,72350.63121900035
25,4.0,,analyst,paris,small,26431.326336991064
40,28.0,master,designer,paris,large,74880.08396381779
58,7.0,phd,designer,paris,large,60763.65393879771
37,6.0,master,developer,tehran,large,33580.119452384475
28,1.0,bachelor,manager,berlin,medium,36135.8016040619
39,33.0,high_school,analyst,berlin,medium,56292.62754059449
29,18.0,bachelor,manager,berlin,small,54942.404442855135
31,,,developer,london,medium,59913.159819153065
23,34.0,high_school,developer,amsterdam,large,79140.12215038334
34,32.0,phd,developer,london,small,77872.10003239702
52,7.0,high_school,data_scientist,berlin,small,38140.40412073355
42,31.0,bachelor,data_scientist,berlin,small,70427.28810436423
28,31.0,phd,developer,london,small,85748.93221629763
35,28.0,master,analyst,,large,54719.93919267526
52,19.0,master,analyst,tehran,large,56564.48687614669
19,26.0,master,developer,berlin,medium,65071.204142329305
27,21.0,bachelor,developer,tehran,medium,51091.732328588245
54,5.0,master,developer,amsterdam,medium,53112.02368469429
28,21.0,phd,data_scientist,tehran,large,70768.98299008803
57,27.0,phd,manager,,small,77771.19541098535
54,,bachelor,analyst,london,small,64616.514441368476
38,2.0,bachelor,designer,paris,large,31246.51479099916
30,24.0,master,manager,berlin,medium,77660.00388144363
51,9.0,bachelor,data_scientist,tehran,large,39713.14242099411
51,15.0,high_school,data_scientist,tehran,small,40012.62861172404
54,33.0,phd,data_scientist,,small,93690.0670611223
53,5.0,high_school,developer,amsterdam,medium,42076.30084515734
42,20.0,master,analyst,tehran,large,56085.22091120176
30,20.0,master,data_scientist,london,small,74832.68214132654
46,27.0,master,data_scientist,berlin,large,86969.7157987851
55,14.0,bachelor,analyst,paris,small,49574.94912043582
26,4.0,master,developer,paris,large,47406.30343163606
34,12.0,high_school,analyst,london,small,43502.46991154128
50,31.0,high_school,designer,berlin,small,67716.72616702315
53,10.0,bachelor,analyst,paris,medium,42531.103454395125
56,23.0,master,data_scientist,tehran,medium,81233.09146666131
22,11.0,high_school,data_scientist,paris,small,38141.61822429094
29,29.0,high_school,data_scientist,tehran,small,55574.891150601245
39,13.0,high_school,designer,paris,large,41025.62187871139
29,20.0,high_school,developer,paris,medium,56787.338466039124
24,26.0,master,developer,london,small,63417.99916337158
41,3.0,phd,data_scientist,paris,small,57607.05322635549
37,21.0,high_school,analyst,paris,medium,58370.387436188095
33,3.0,master,analyst,tehran,small,32382.256653279946
26,27.0,master,designer,london,large,70877.62842413562
36,7.0,phd,designer,tehran,small,41735.80119785952
34,3.0,master,analyst,paris,medium,38174.88123231516
23,4.0,high_school,developer,paris,small,23816.754098606012
35,,bachelor,designer,amsterdam,small,58692.03302056627
56,22.0,high_school,manager,berlin,large,73514.01743234834
18,33.0,bachelor,data_scientist,tehran,medium,75209.59941243008
51,28.0,high_school,designer,amsterdam,small,58668.179654609165
58,7.0,,analyst,london,small,43164.37047470224
21,3.0,phd,data_scientist,amsterdam,medium,41126.920474021084
58,18.0,high_school,analyst,tehran,medium,42459.61901318443
36,3.0,high_school,manager,berlin,small,25225.70625255153
58,9.0,master,analyst,london,medium,49459.514717488564
49,18.0,phd,manager,amsterdam,small,74690.4525585886
50,27.0,bachelor,data_scientist,paris,small,67615.45535553814
26,24.0,high_school,analyst,paris,medium,59435.64545071172
21,0.0,master,manager,paris,large,44646.915025010356
39,1.0,master,developer,london,small,33683.74643481911
31,10.0,high_school,analyst,berlin,small,35201.70136116911
36,27.0,master,analyst,london,medium,74525.81663629362
21,,phd,manager,,large,85088.22422394218
46,14.0,master,manager,tehran,medium,50854.62195699277
38,4.0,master,data_scientist,tehran,large,40085.46668454667
43,31.0,bachelor,analyst,london,large,73467.65339902462
37,1.0,phd,developer,berlin,small,40241.503979128305
59,28.0,master,analyst,berlin,small,71158.31940595157
49,14.0,bachelor,analyst,tehran,large,45500.18316490328
23,17.0,master,developer,berlin,small,41271.19735946264
45,22.0,high_school,developer,,small,32208.597363529465
21,33.0,phd,designer,amsterdam,small,82443.13549727773
40,16.0,high_school,designer,amsterdam,medium,51088.57524861844
40,19.0,phd,designer,london,small,66422.86313749145
38,12.0,master,designer,paris,large,59182.31088179913
45,2.0,high_school,data_scientist,tehran,small,15950.135289526741
31,6.0,master,data_scientist,tehran,large,41872.866357240426
47,33.0,bachelor,manager,paris,small,83638.9952275602
29,14.0,high_school,data_scientist,amsterdam,small,47391.25133752095
18,8.0,master,developer,london,large,54549.28912821958
40,,phd,developer,tehran,medium,66319.12556749859
20,21.0,high_school,designer,tehran,medium,34106.55599524721
37,7.0,master,data_scientist,,small,48206.612551069426
24,8.0,master,developer,tehran,large,44351.80907932452
57,6.0,bachelor,data_scientist,berlin,small,46334.95059796309
20,8.0,high_school,designer,,small,23623.507026790423
23,3.0,bachelor,analyst,,large,37771.40182475064
21,8.0,bachelor,data_scientist,berlin,small,34522.525204858284
23,,high_school,designer,paris,medium,63788.68127839931
19,16.0,bachelor,developer,amsterdam,small,46728.291613822585
18,19.0,bachelor,designer,tehran,small,39062.21357112048
31,16.0,high_school,data_scientist,amsterdam,small,36512.846187317744
47,23.0,phd,data_scientist,berlin,medium,82937.81660168503
30,,master,analyst,berlin,small,61452.74025840668
44,22.0,phd,developer,berlin,small,65771.70749629564
18,7.0,bachelor,data_scientist,london,medium,38134.3958808981
35,7.0,master,data_scientist,berlin,medium,48027.70560648191
52,30.0,phd,data_scientist,london,large,103055.27599863702
32,1.0,high_school,designer,amsterdam,small,24675.577688540594
25,20.0,phd,developer,amsterdam,small,70011.31153723375
52,18.0,master,designer,tehran,small,250416.3506658826
25,9.0,high_school,data_scientist,tehran,medium,34146.763398723175
54,27.0,bachelor,analyst,amsterdam,medium,80176.08953892213
29,8.0,phd,designer,amsterdam,medium,48803.341916237696
57,28.0,phd,designer,paris,large,89669.00218337646
20,6.0,bachelor,manager,berlin,small,35294.064372206
22,,,analyst,berlin,small,40573.77303409492
50,34.0,phd,developer,london,medium,99919.26405236612
34,,phd,designer,berlin,large,74671.55990651184
56,28.0,master,data_scientist,london,medium,90657.6669132464
26,13.0,bachelor,manager,london,small,49481.12760781152
49,26.0,bachelor,analyst,paris,large,77432.53032199712
53,5.0,phd,data_scientist,,large,54216.99984230592
30,19.0,bachelor,developer,tehran,small,46615.57199058308
52,31.0,high_school,analyst,london,medium,79446.63024010336
41,23.0,bachelor,data_scientist,,medium,76531.57943346919
22,20.0,high_school,developer,berlin,large,61510.847721589074
51,27.0,high_school,analyst,tehran,large,60871.65453135174
32,7.0,bachelor,developer,tehran,medium,28427.337807530937
50,1.0,high_school,data_scientist,tehran,large,29408.709483635357
42,25.0,high_school,data_scientist,amsterdam,large,75930.86653217602
36,27.0,master,analyst,,small,74753.14405333
32,31.0,master,designer,amsterdam,small,83978.74696025041
29,1.0,high_school,analyst,london,small,21376.152158232166
35,8.0,bachelor,manager,berlin,large,52981.32986033055
45,6.0,bachelor,manager,paris,small,33059.16959277334
23,3.0,phd,data_scientist,tehran,large,44562.08398899523
50,3.0,high_school,developer,amsterdam,large,40263.91928110964
22,1.0,bachelor,data_scientist,london,small,29416.148239307797
21,21.0,phd,data_scientist,amsterdam,large,78488.12404733899
26,15.0,high_school,data_scientist,paris,large,52739.36264691929
25,30.0,bachelor,manager,paris,small,75566.85715859389
54,33.0,phd,manager,tehran,small,98407.85939942002
36,3.0,high_school,developer,london,small,26551.15252711915
27,9.0,bachelor,data_scientist,paris,medium,58306.007755907856
52,17.0,bachelor,designer,tehran,large,44069.4104638024
34,2.0,master,data_scientist,amsterdam,medium,44220.27876172468
52,34.0,bachelor,designer,paris,small,66216.76269089371
36,0.0,master,analyst,tehran,small,25594.65469126278
56,,phd,manager,tehran,medium,63838.54441780653
45,16.0,master,designer,london,small,56621.033053612526
50,28.0,bachelor,designer,paris,small,71068.52940009368
23,2.0,high_school,data_scientist,berlin,small,16549.521862714933
38,12.0,high_school,manager,,large,49884.709500344936
54,,master,manager,amsterdam,small,85966.75150159068
54,18.0,phd,data_scientist,london,large,84978.88560998463
31,18.0,bachelor,designer,amsterdam,medium,52913.303075780255
38,27.0,master,developer,amsterdam,small,65545.86991706028
20,21.0,high_school,manager,amsterdam,small,61521.631315535255
24,26.0,high_school,analyst,london,small,61504.504999568235
21,30.0,bachelor,data_scientist,amsterdam,medium,80042.15534995211
40,0.0,bachelor,developer,amsterdam,medium,28416.369785554896
30,29.0,bachelor,developer,amsterdam,medium,73512.49003597259
31,5.0,bachelor,designer,tehran,small,13671.550034989443
40,28.0,master,developer,amsterdam,large,79023.92614487675
56,15.0,phd,designer,london,medium,70581.29900985683
58,7.0,high_school,manager,paris,large,53983.179035017834
45,19.0,phd,data_scientist,london,small,73162.4258117956
37,32.0,master,developer,amsterdam,small,368590.46203530225
23,7.0,phd,manager,london,small,57515.645918453985
58,22.0,phd,manager,tehran,small,63447.65630677833
58,13.0,phd,analyst,paris,small,58095.397810997194
58,6.0,phd,developer,berlin,medium,48833.20097781277
19,11.0,master,data_scientist,paris,medium,54925.51820958256
39,31.0,high_school,designer,berlin,medium,53829.95178409682
46,18.0,bachelor,developer,paris,medium,55516.403863471984
53,5.0,bachelor,manager,paris,large,50335.9822068207
45,8.0,bachelor,manager,london,large,60724.37529844794
36,,phd,analyst,berlin,large,50334.262033492574
38,12.0,bachelor,designer,london,small,37075.97700099401
19,8.0,bachelor,designer,amsterdam,medium,40106.253568022614
26,4.0,master,designer,tehran,large,23754.640531852805
35,22.0,bachelor,designer,tehran,medium,59105.769589481235
42,8.0,master,manager,berlin,medium,59943.89219382168
52,16.0,master,analyst,berlin,large,68619.73381991594
18,23.0,bachelor,data_scientist,paris,medium,65024.77401090217
49,,master,manager,amsterdam,small,81311.70007504645
47,10.0,master,data_scientist,berlin,large,64676.057324528294
19,22.0,bachelor,developer,london,large,70149.50567840808
34,12.0,master,analyst,tehran,large,43015.00735568549
42,,phd,designer,london,large,70417.69955915163
25,7.0,bachelor,designer,tehran,medium,20069.374420931796
53,27.0,phd,developer,amsterdam,medium,89745.3491758637
57,22.0,phd,designer,amsterdam,large,82398.32979886443
56,30.0,master,manager,,small,78084.72098370644
52,18.0,bachelor,analyst,tehran,large,54568.035121600835
40,32.0,master,analyst,amsterdam,small,81508.46273098084
50,19.0,bachelor,manager,paris,small,70233.97793369688
57,15.0,master,data_scientist,tehran,small,53951.57150530816
43,10.0,bachelor,data_scientist,tehran,small,41983.019190400155
32,28.0,phd,manager,paris,medium,84160.47036836058
29,15.0,master,analyst,london,medium,57038.65251632115
43,14.0,bachelor,data_scientist,amsterdam,large,52073.27588170573
54,3.0,high_school,designer,amsterdam,medium,40697.08368425681
26,0.0,high_school,analyst,tehran,large,10755.64963803679
21,25.0,bachelor,developer,berlin,large,64647.9402862377
25,20.0,master,designer,tehran,medium,32913.10555355191
54,31.0,phd,data_scientist,berlin,small,92622.62961172167
29,33.0,phd,analyst,paris,large,87076.4104165431
48,12.0,high_school,developer,london,small,43006.10188625802
25,28.0,bachelor,manager,amsterdam,large,89776.205698061
19,9.0,master,manager,tehran,medium,37469.115009973284
42,1.0,bachelor,manager,london,large,42697.50906625497
58,18.0,master,developer,paris,large,66588.72666781455
39,0.0,phd,designer,london,medium,39775.18169343704
56,2.0,,data_scientist,amsterdam,large,42687.721532207746
50,7.0,bachelor,analyst,tehran,medium,30363.230602567266
30,23.0,master,designer,paris,small,63187.14451698456
42,26.0,phd,manager,berlin,small,87752.65967107678
51,34.0,high_school,analyst,paris,small,73095.87631258948
55,26.0,bachelor,manager,paris,medium,76952.048488581
47,20.0,bachelor,developer,,small,61811.727101175464
59,31.0,master,manager,paris,large,97879.89079141349
38,4.0,bachelor,data_scientist,london,medium,43484.290040741274
25,7.0,phd,data_scientist,paris,large,60033.510534182766
52,6.0,high_school,designer,paris,large,35622.89864256412
26,9.0,high_school,manager,amsterdam,medium,52459.2998715101
49,3.0,phd,data_scientist,tehran,large,51277.366458229786
23,32.0,master,data_scientist,berlin,medium,82832.07949303286
55,21.0,master,analyst,tehran,large,54955.118944100956
42,29.0,high_school,analyst,paris,large,65181.48807605656
22,33.0,phd,data_scientist,london,large,100491.04530647608
29,24.0,phd,developer,tehran,large,73399.67945136421
27,2.0,phd,manager,london,small,46251.28820034638
49,8.0,,analyst,amsterdam,small,36290.937032739814
22,26.0,high_school,manager,berlin,small,65576.03211664758
54,10.0,master,manager,london,small,59252.00811484257
31,0.0,bachelor,manager,london,medium,40332.741897589876
25,16.0,master,designer,paris,medium,49313.97449323743
55,24.0,bachelor,data_scientist,london,medium,77852.40122631878
50,11.0,phd,designer,berlin,large,53571.11321660011
37,,high_school,developer,tehran,small,46512.91904078603
24,14.0,phd,data_scientist,london,small,70825.91625666575
41,32.0,high_school,analyst,amsterdam,medium,74488.8111842864
46,28.0,high_school,designer,paris,large,65962.49134808058
34,34.0,phd,manager,berlin,small,97995.42421213744
57,15.0,high_school,developer,amsterdam,large,47916.049438846385
19,33.0,high_school,manager,tehran,large,72005.07734532887
59,8.0,phd,developer,berlin,medium,61040.91022816993
18,23.0,phd,designer,tehran,medium,57206.74057095585
43,19.0,master,manager,berlin,large,64973.456534452256
28,0.0,master,data_scientist,paris,large,44022.43424916975
37,14.0,bachelor,analyst,amsterdam,medium,57463.01929456942
24,27.0,master,designer,tehran,large,69989.30857154517
52,20.0,master,designer,london,large,69120.25491913468
46,8.0,bachelor,analyst,paris,medium,41700.307716335155
41,26.0,bachelor,designer,london,small,74292.2001765152
39,32.0,high_school,analyst,tehran,large,69917.50820460261
59,23.0,bachelor,designer,paris,medium,54708.63487548009
51,31.0,bachelor,manager,london,medium,90655.42198955786
51,8.0,master,manager,london,medium,62613.95643060564
28,,master,designer,berlin,medium,81393.5802935402
36,29.0,master,designer,tehran,large,64315.71235522928
42,0.0,master,manager,paris,small,39138.45451509615
56,24.0,high_school,data_scientist,paris,large,337826.615930041
34,3.0,phd,developer,tehran,medium,42765.54007233059
18,31.0,master,data_scientist,berlin,small,72524.24859677098
50,26.0,bachelor,designer,tehran,large,64826.68867013467
54,20.0,phd,analyst,berlin,medium,76022.60983121862
24,31.0,master,designer,tehran,small,54209.81759323945
26,34.0,phd,designer,paris,small,71721.23343452
22,29.0,master,manager,tehran,small,58403.414226034205
39,15.0,bachelor,data_scientist,berlin,medium,53745.51158857241
30,2.0,phd,data_scientist,berlin,small,42198.18032540742
33,15.0,phd,developer,tehran,small,50024.563369626965
22,9.0,,developer,amsterdam,large,45274.44630649887
51,21.0,bachelor,developer,paris,large,73124.2282710048
29,6.0,master,designer,amsterdam,large,218734.59947793715
41,,high_school,designer,berlin,medium,46478.81020031473
49,20.0,phd,analyst,tehran,small,45214.633046842966
53,20.0,bachelor,manager,amsterdam,small,65387.33023006219
46,26.0,bachelor,designer,amsterdam,small,65457.049310513976
34,4.0,phd,data_scientist,berlin,medium,55318.78810568634
21,0.0,high_school,manager,tehran,large,25372.511235134396
22,28.0,master,developer,tehran,large,68519.19720397657
22,32.0,master,developer,tehran,medium,386559.64600926335
19,4.0,master,data_scientist,paris,large,45742.33679402634
44,28.0,high_school,data_scientist,london,large,81570.37250506972
35,6.0,,data_scientist,amsterdam,small,41106.668569860245
46,12.0,master,developer,london,small,53061.68003101815
45,10.0,phd,data_scientist,tehran,medium,61231.77552471911
57,15.0,phd,data_scientist,london,large,79098.55401960187
43,8.0,phd,designer,paris,medium,51306.5371016858
30,20.0,,data_scientist,amsterdam,large,79100.54846375933
45,12.0,high_school,designer,paris,large,51323.5717029845
24,15.0,master,analyst,paris,large,63966.21494352906
58,19.0,bachelor,analyst,berlin,small,58644.89018179415
51,,bachelor,analyst,london,small,52569.18348516585
54,,bachelor,developer,berlin,large,70176.69090552184
45,7.0,,developer,,small,55634.662244462335
25,17.0,master,designer,paris,large,54085.1610637015
28,15.0,high_school,developer,london,small,44912.657609876536
25,28.0,master,data_scientist,london,medium,82716.56972950578
31,12.0,bachelor,developer,tehran,small,35525.29040595023
18,15.0,master,data_scientist,tehran,small,42314.238769455624
32,,high_school,developer,,medium,29618.663231480103
21,6.0,bachelor,developer,berlin,large,44082.72237576904
33,22.0,bachelor,data_scientist,paris,small,60927.368338836495
51,17.0,bachelor,manager,tehran,large,55408.51216062224
